channel,snr,mcs
pdc,52,4
pdc,53,4
pdc,52,4
PDC_ERR,49,4
pdc,53,4
pdc,51,4
pdc,51,4
pdc,49,4
pdc,57,4
pdc,55,4
pdc,54,4
pdc,47,4
pdc,55,4
PDC_ERR,52,4
pdc,51,4
pdc,47,4
PDC_ERR,46,4
pdc,57,4
pdc,54,4
pdc,54,4
pdc,46,4
pdc,50,4
PDC_ERR,51,4
PDC_ERR,49,4
pdc,50,4
pdc,54,4
pdc,45,4
pdc,54,4
PDC_ERR,51,4
pdc,48,4
PDC_ERR,56,4
pdc,57,4
pdc,50,4
pdc,55,4
pdc,53,4
pdc,57,4
pdc,57,4
pdc,54,4
PDC_ERR,48,4
pdc,54,4
PDC_ERR,52,4
PDC_ERR,49,4
pdc,55,4
PDC_ERR,53,4
pdc,46,4
pdc,47,4
pdc,58,4
pdc,48,4
pdc,46,4
pdc,54,4
pdc,52,4
pdc,49,4
pdc,56,4
PDC_ERR,51,4
pdc,47,4
PDC_ERR,52,4
pdc,54,4
pdc,53,4
pdc,51,4
PDC_ERR,56,4
PDC_ERR,52,4
pdc,53,4
PDC_ERR,52,4
pdc,47,4
PDC_ERR,44,4
pdc,58,4
pdc,59,4
PDC_ERR,52,4
PDC_ERR,37,4
pdc,57,4
pdc,56,4
pdc,47,4
pdc,56,4
PDC_ERR,54,4
pdc,54,4
pdc,43,4
pdc,51,4
PDC_ERR,53,4
pdc,48,4
pdc,50,4
pdc,46,4
PDC_ERR,47,4
pdc,49,4
pdc,54,4
pdc,49,4
PDC_ERR,49,4
PDC_ERR,49,4
pdc,53,4
pdc,44,4
pdc,54,4
pdc,47,4
pdc,54,4
pdc,51,4
PDC_ERR,46,4
pdc,54,4
pdc,57,4
PDC_ERR,52,4
PDC_ERR,55,4
pdc,54,4
PDC_ERR,48,4
pdc,56,4
PDC_ERR,49,4
pdc,51,4
pdc,51,4
pdc,52,4
pdc,48,4
pdc,47,4
pdc,54,4
PDC_ERR,57,4
pdc,55,4
pdc,50,4
pdc,56,4
pdc,54,4
pdc,56,4
pdc,57,4
pdc,54,4
pdc,54,4
PDC_ERR,57,4
pdc,61,4
pdc,51,4
pdc,51,4
PDC_ERR,49,4
pdc,53,4
PDC_ERR,45,4
pdc,53,4
pdc,59,4
PDC_ERR,53,4
pdc,54,4
pdc,49,4
PDC_ERR,52,4
PDC_ERR,47,4
pdc,53,4
pdc,53,4
pdc,45,4
PDC_ERR,49,4
PDC_ERR,51,4
PDC_ERR,51,4
pdc,54,4
PDC_ERR,52,4
pdc,54,4
PDC_ERR,56,4
pdc,50,4
pdc,55,4
pdc,51,4
PDC_ERR,56,4
pdc,56,4
pdc,55,4
pdc,51,4
pdc,51,4
PDC_ERR,54,4
pdc,49,4
pdc,63,4
pdc,45,4
pdc,52,4
pdc,53,4
pdc,53,4
pdc,50,4
pdc,55,4
PDC_ERR,51,4
pdc,54,4
PDC_ERR,47,4
PDC_ERR,51,4
pdc,52,4
pdc,52,4
pdc,50,4
pdc,48,4
pdc,53,4
pdc,44,4
pdc,53,4
PDC_ERR,53,4
pdc,56,4
pdc,51,4
PDC_ERR,47,4
pdc,53,4
pdc,49,4
pdc,50,4
PDC_ERR,57,4
pdc,51,4
PDC_ERR,50,4
PDC_ERR,51,4
PDC_ERR,50,4
pdc,47,4
pdc,57,4
pdc,55,4
pdc,50,4
PDC_ERR,56,4
pdc,50,4
pdc,49,4
PDC_ERR,46,4
pdc,54,4
pdc,47,4
pdc,52,4
pdc,45,4
PDC_ERR,49,4
pdc,55,4
pdc,57,4
pdc,52,4
pdc,52,4
PDC_ERR,51,4
PDC_ERR,55,4
PDC_ERR,46,4
pdc,53,4
pdc,51,4
pdc,54,4
PDC_ERR,47,4
PDC_ERR,52,4
pdc,49,4
PDC_ERR,57,4
pdc,52,4
pdc,57,4
PDC_ERR,47,4
PDC_ERR,46,4
pdc,49,4
pdc,52,4
pdc,57,4
pdc,51,4
pdc,43,4
pdc,51,4
pdc,52,4
pdc,52,4
pdc,41,4
pdc,62,4
pdc,51,4
pdc,50,4
pdc,57,4
pdc,57,4
pdc,51,4
pdc,49,4
pdc,59,4
pdc,59,4
pdc,58,4
pdc,50,4
PDC_ERR,41,4
pdc,52,4
PDC_ERR,54,4
pdc,49,4
pdc,58,4
PDC_ERR,50,4
pdc,51,4
pdc,56,4
PDC_ERR,51,4
PDC_ERR,40,4
PDC_ERR,55,4
PDC_ERR,56,4
pdc,47,4
PDC_ERR,51,4
pdc,60,4
PDC_ERR,59,4
PDC_ERR,47,4
pdc,53,4
pdc,54,4
PDC_ERR,49,4
pdc,52,4
pdc,55,4
PDC_ERR,54,4
PDC_ERR,51,4
pdc,52,4
pdc,57,4
pdc,52,4
pdc,47,4
pdc,45,4
pdc,54,4
pdc,53,4
pdc,45,4
pdc,51,4
pdc,50,4
pdc,47,4
pdc,49,4
pdc,51,4
PDC_ERR,41,4
pdc,54,4
pdc,52,4
pdc,54,4
pdc,51,4
pdc,54,4
pdc,52,4
PDC_ERR,51,4
PDC_ERR,54,4
pdc,49,4
PDC_ERR,54,4
PDC_ERR,46,4
PDC_ERR,44,4
pdc,48,4
pdc,58,4
pdc,56,4
PDC_ERR,51,4
pdc,57,4
pdc,54,4
pdc,56,4
PDC_ERR,49,4
PDC_ERR,54,4
PDC_ERR,49,4
pdc,49,4
pdc,52,4
pdc,54,4
pdc,52,4
pdc,49,4
pdc,53,4
pdc,51,4
pdc,54,4
pdc,57,4
PDC_ERR,54,4
pdc,55,4
pdc,52,4
PDC_ERR,54,4
pdc,56,4
pdc,58,4
pdc,53,4
pdc,44,4
PDC_ERR,56,4
PDC_ERR,52,4
pdc,51,4
PDC_ERR,51,4
pdc,62,4
pdc,55,4
pdc,59,4
pdc,52,4
pdc,52,4
pdc,49,4
pdc,51,4
pdc,57,4
pdc,52,4
pdc,56,4
pdc,56,4
pdc,48,4
pdc,52,4
pdc,54,4
pdc,52,4
PDC_ERR,48,4
pdc,56,4
PDC_ERR,51,4
pdc,57,4
pdc,54,4
PDC_ERR,52,4
pdc,55,4
PDC_ERR,49,4
PDC_ERR,55,4
PDC_ERR,57,4
pdc,49,4
pdc,50,4
pdc,51,4
pdc,51,4
pdc,47,4
pdc,50,4
pdc,41,4
PDC_ERR,45,4
PDC_ERR,56,4
pdc,51,4
pdc,52,4
PDC_ERR,49,4
pdc,49,4
pdc,56,4
pdc,46,4
PDC_ERR,51,4
PDC_ERR,47,4
PDC_ERR,53,4
pdc,48,4
PDC_ERR,51,4
pdc,51,4
pdc,51,4
pdc,62,4
pdc,55,4
pdc,52,4
PDC_ERR,64,4
pdc,54,4
pdc,47,4
pdc,54,4
pdc,51,4
pdc,51,4
PDC_ERR,47,4
pdc,53,4
pdc,55,4
PDC_ERR,48,4
PDC_ERR,56,4
PDC_ERR,54,4
pdc,49,4
PDC_ERR,49,4
pdc,47,4
pdc,49,4
PDC_ERR,47,4
pdc,57,4
PDC_ERR,57,4
PDC_ERR,47,4
pdc,50,4
pdc,54,4
pdc,53,4
PDC_ERR,49,4
pdc,56,4
pdc,43,4
pdc,46,4
PDC_ERR,49,4
pdc,51,4
PDC_ERR,50,4
pdc,59,4
PDC_ERR,46,4
pdc,54,4
pdc,54,4
pdc,52,4
pdc,45,4
PDC_ERR,56,4
pdc,51,4
pdc,52,4
PDC_ERR,52,4
pdc,54,4
pdc,56,4
PDC_ERR,51,4
PDC_ERR,56,4
PDC_ERR,51,4
pdc,56,4
PDC_ERR,53,4
PDC_ERR,53,4
pdc,50,4
PDC_ERR,53,4
pdc,52,4
pdc,46,4
pdc,61,4
pdc,51,4
pdc,42,4
PDC_ERR,52,4
PDC_ERR,60,4
PDC_ERR,50,4
PDC_ERR,47,4
pdc,54,4
PDC_ERR,54,4
pdc,56,4
PDC_ERR,46,4
PDC_ERR,47,4
PDC_ERR,47,4
pdc,52,4
PDC_ERR,48,4
pdc,54,4
pdc,57,4
pdc,59,4
PDC_ERR,61,4
pdc,56,4
pdc,54,4
pdc,60,4
pdc,51,4
PDC_ERR,55,4
pdc,50,4
pdc,53,4
pdc,53,4
pdc,58,4
pdc,54,4
PDC_ERR,50,4
pdc,49,4
PDC_ERR,47,4
PDC_ERR,49,4
pdc,54,4
PDC_ERR,56,4
pdc,59,4
PDC_ERR,51,4
pdc,54,4
PDC_ERR,47,4
pdc,58,4
pdc,49,4
pdc,54,4
pdc,50,4
PDC_ERR,47,4
pdc,51,4
pdc,52,4
PDC_ERR,61,4
pdc,48,4
PDC_ERR,47,4
pdc,62,4
pdc,62,4
pdc,52,4
pdc,48,4
pdc,47,4
pdc,52,4
pdc,51,4
pdc,52,4
pdc,59,4
pdc,57,4
pdc,54,4
PDC_ERR,47,4
pdc,48,4
pdc,51,4
pdc,49,4
pdc,48,4
pdc,48,4
pdc,49,4
pdc,54,4
pdc,53,4
pdc,44,4
pdc,56,4
pdc,58,4
pdc,54,4
pdc,50,4
pdc,52,4
PDC_ERR,56,4
pdc,56,4
PDC_ERR,52,4
pdc,51,4
pdc,51,4
pdc,52,4
pdc,52,4
PDC_ERR,52,4
PDC_ERR,48,4
pdc,49,4
pdc,51,4
pdc,52,4
pdc,51,4
pdc,50,4
pdc,51,4
pdc,52,4
pdc,54,4
pdc,49,4
pdc,52,4
PDC_ERR,54,4
pdc,49,4
pdc,50,4
pdc,52,4
pdc,48,4
PDC_ERR,51,4
pdc,51,4
pdc,49,4
pdc,54,4
PDC_ERR,56,4
PDC_ERR,54,4
PDC_ERR,55,4
pdc,51,4
pdc,54,4
pdc,47,4
pdc,57,4
pdc,51,4
PDC_ERR,49,4
pdc,51,4
pdc,57,4
pdc,57,4
pdc,54,4
pdc,51,4
pdc,48,4
PDC_ERR,42,4
pdc,52,4
pdc,44,4
pdc,50,4
PDC_ERR,47,4
pdc,46,4
pdc,46,4
PDC_ERR,53,4
pdc,51,4
pdc,54,4
pdc,49,4
pdc,51,4
PDC_ERR,52,4
PDC_ERR,50,4
PDC_ERR,47,4
pdc,51,4
PDC_ERR,54,4
pdc,54,4
pdc,51,4
pdc,51,4
PDC_ERR,52,4
pdc,54,4
PDC_ERR,58,4
pdc,51,4
PDC_ERR,53,4
PDC_ERR,53,4
pdc,47,4
pdc,51,4
pdc,57,4
PDC_ERR,52,4
pdc,49,4
pdc,51,4
pdc,59,4
pdc,58,4
PDC_ERR,47,4
pdc,44,4
pdc,55,4
pdc,52,4
pdc,49,4
pdc,53,4
pdc,47,4
pdc,56,4
pdc,49,4
pdc,47,4
PDC_ERR,52,4
pdc,57,4
pdc,54,4
pdc,57,4
PDC_ERR,55,4
pdc,47,4
pdc,53,4
pdc,59,4
PDC_ERR,50,4
pdc,57,4
pdc,50,4
pdc,54,4
PDC_ERR,50,4
pdc,50,4
pdc,50,4
pdc,52,4
pdc,58,4
PDC_ERR,55,4
PDC_ERR,53,4
pdc,54,4
pdc,51,4
PDC_ERR,55,4
pdc,49,4
pdc,51,4
pdc,59,4
pdc,52,4
pdc,51,4
PDC_ERR,54,4
pdc,51,4
pdc,53,4
PDC_ERR,58,4
pdc,57,4
pdc,61,4
pdc,51,4
PDC_ERR,55,4
PDC_ERR,44,4
pdc,54,4
PDC_ERR,52,4
pdc,47,4
PDC_ERR,59,4
pdc,53,4
pdc,46,4
pdc,47,4
pdc,55,4
PDC_ERR,51,4
PDC_ERR,54,4
PDC_ERR,46,4
PDC_ERR,44,4
pdc,59,4
pdc,52,4
pdc,49,4
pdc,49,4
PDC_ERR,52,4
pdc,56,4
pdc,51,4
pdc,49,4
PDC_ERR,54,4
PDC_ERR,49,4
PDC_ERR,51,4
PDC_ERR,61,4
pdc,48,4
PDC_ERR,41,4
pdc,48,4
PDC_ERR,47,4
PDC_ERR,51,4
PDC_ERR,41,4
pdc,56,4
pdc,50,4
pdc,49,4
pdc,54,4
pdc,56,4
pdc,46,4
pdc,54,4
PDC_ERR,55,4
PDC_ERR,56,4
pdc,51,4
pdc,49,4
pdc,61,4
PDC_ERR,48,4
PDC_ERR,56,4
pdc,45,4
pdc,51,4
pdc,51,4
PDC_ERR,52,4
pdc,57,4
PDC_ERR,44,4
pdc,56,4
pdc,48,4
pdc,54,4
pdc,50,4
pdc,46,4
pdc,52,4
PDC_ERR,50,4
pdc,47,4
pdc,54,4
pdc,48,4
PDC_ERR,50,4
pdc,49,4
pdc,52,4
pdc,48,4
pdc,49,4
PDC_ERR,56,4
pdc,57,4
PDC_ERR,52,4
PDC_ERR,47,4
pdc,54,4
pdc,52,4
pdc,54,4
PDC_ERR,51,4
pdc,54,4
pdc,52,4
pdc,52,4
pdc,54,4
pdc,53,4
pdc,46,4
PDC_ERR,51,4
pdc,50,4
pdc,57,4
pdc,45,4
pdc,54,4
pdc,50,4
pdc,51,4
pdc,55,4
pdc,47,4
pdc,54,4
PDC_ERR,48,4
pdc,48,4
PDC_ERR,44,4
pdc,55,4
pdc,54,4
pdc,59,4
pdc,50,4
PDC_ERR,49,4
pdc,49,4
pdc,51,4
pdc,50,4
pdc,46,4
pdc,50,4
pdc,48,4
PDC_ERR,54,4
pdc,53,4
pdc,48,4
pdc,50,4
pdc,52,4
pdc,56,4
PDC_ERR,55,4
pdc,52,4
PDC_ERR,57,4
pdc,52,4
PDC_ERR,52,4
pdc,45,4
pdc,55,4
PDC_ERR,48,4
pdc,52,4
pdc,47,4
pdc,49,4
pdc,46,4
PDC_ERR,52,4
pdc,57,4
PDC_ERR,61,4
pdc,56,4
pdc,50,4
pdc,50,4
pdc,57,4
pdc,54,4
pdc,51,4
pdc,49,4
pdc,51,4
pdc,52,4
pdc,48,4
pdc,57,4
pdc,52,4
pdc,55,4
pdc,51,4
pdc,56,4
pdc,49,4
PDC_ERR,51,4
PDC_ERR,56,4
pdc,52,4
pdc,51,4
pdc,49,4
PDC_ERR,56,4
pdc,59,4
pdc,47,4
pdc,56,4
pdc,56,4
pdc,46,4
PDC_ERR,50,4
pdc,47,4
pdc,60,4
PDC_ERR,46,4
PDC_ERR,56,4
PDC_ERR,44,4
pdc,49,4
pdc,50,4
PDC_ERR,54,4
pdc,51,4
pdc,54,4
pdc,54,4
pdc,49,4
pdc,46,4
pdc,53,4
pdc,51,4
pdc,56,4
PDC_ERR,43,4
pdc,52,4
pdc,61,4
PDC_ERR,49,4
PDC_ERR,52,4
pdc,51,4
pdc,44,4
pdc,52,4
pdc,42,4
pdc,53,4
pdc,47,4
pdc,46,4
pdc,48,4
pdc,48,4
pdc,58,4
pdc,51,4
pdc,54,4
pdc,45,4
pdc,56,4
pdc,45,4
PDC_ERR,51,4
pdc,51,4
pdc,48,4
pdc,48,4
pdc,48,4
pdc,47,4
pdc,57,4
pdc,51,4
pdc,54,4
pdc,58,4
pdc,48,4
pdc,60,4
pdc,48,4
pdc,49,4
PDC_ERR,56,4
pdc,54,4
pdc,54,4
pdc,47,4
pdc,55,4
pdc,59,4
pdc,52,4
pdc,51,4
pdc,61,4
pdc,54,4
pdc,52,4
PDC_ERR,50,4
pdc,55,4
pdc,54,4
pdc,61,4
PDC_ERR,49,4
PDC_ERR,49,4
pdc,51,4
PDC_ERR,43,4
pdc,58,4
pdc,54,4
PDC_ERR,52,4
pdc,52,4
pdc,46,4
PDC_ERR,50,4
PDC_ERR,48,4
pdc,57,4
PDC_ERR,55,4
pdc,59,4
PDC_ERR,56,4
pdc,48,4
pdc,50,4
pdc,47,4
PDC_ERR,54,4
pdc,54,4
pdc,47,4
pdc,56,4
pdc,56,4
pdc,53,4
pdc,56,4
PDC_ERR,51,4
pdc,61,4
pdc,50,4
PDC_ERR,52,4
pdc,52,4
pdc,61,4
pdc,55,4
pdc,52,4
pdc,56,4
pdc,58,4
pdc,51,4
pdc,53,4
PDC_ERR,47,4
pdc,51,4
pdc,51,4
pdc,54,4
pdc,47,4
pdc,52,4
pdc,53,4
pdc,52,4
PDC_ERR,46,4
pdc,56,4
pdc,49,4
pdc,51,4
PDC_ERR,51,4
pdc,50,4
PDC_ERR,46,4
PDC_ERR,47,4
pdc,42,4
pdc,48,4
pdc,47,4
pdc,52,4
pdc,52,4
pdc,52,4
pdc,51,4
pdc,60,4
pdc,51,4
pdc,51,4
PDC_ERR,54,4
pdc,48,4
PDC_ERR,51,4
pdc,57,4
PDC_ERR,57,4
pdc,55,4
PDC_ERR,51,4
pdc,56,4
pdc,51,4
pdc,54,4
pdc,46,4
pdc,51,4
pdc,54,4
pdc,48,4
pdc,54,4
pdc,56,4
PDC_ERR,45,4
PDC_ERR,52,4
pdc,52,4
pdc,53,4
pdc,52,4
pdc,59,4
pdc,46,4
PDC_ERR,52,4
pdc,48,4
pdc,49,4
PDC_ERR,52,4
PDC_ERR,49,4
pdc,54,4
PDC_ERR,57,4
PDC_ERR,56,4
pdc,52,4
PDC_ERR,52,4
pdc,57,4
pdc,48,4
PDC_ERR,52,4
PDC_ERR,51,4
pdc,54,4
pdc,54,4
PDC_ERR,50,4
pdc,54,4
pdc,52,4
pdc,56,4
pdc,51,4
pdc,52,4
pdc,48,4
PDC_ERR,59,4
pdc,58,4
PDC_ERR,48,4
PDC_ERR,53,4
pdc,52,4
pdc,53,4
pdc,56,4
pdc,54,4
pdc,59,4
pdc,52,4
pdc,51,4
PDC_ERR,59,4
pdc,57,4
pdc,48,4
pdc,53,4
pdc,51,4
PDC_ERR,55,4
PDC_ERR,41,4
pdc,47,4
pdc,54,4
PDC_ERR,49,4
pdc,44,4
pdc,53,4
pdc,58,4
PDC_ERR,49,4
PDC_ERR,54,4
pdc,54,4
pdc,51,4
pdc,49,4
pdc,46,4
pdc,51,4
pdc,53,4
PDC_ERR,54,4
pdc,42,4
pdc,56,4
pdc,56,4
pdc,55,4
pdc,52,4
pdc,52,4
pdc,48,4
pdc,56,4
PDC_ERR,57,4
pdc,56,4
pdc,51,4
pdc,44,4
pdc,59,4
pdc,51,4
pdc,54,4
PDC_ERR,54,4
pdc,42,4
PDC_ERR,54,4
pdc,44,4
PDC_ERR,51,4
PDC_ERR,54,4
pdc,57,4
pdc,57,4
pdc,52,4
pdc,55,4
PDC_ERR,54,4
pdc,51,4
pdc,53,4
pdc,57,4
pdc,51,4
PDC_ERR,46,4
pdc,52,4
pdc,61,4
pdc,54,4
pdc,51,4
pdc,53,4
pdc,48,4
pdc,51,4
pdc,58,4
PDC_ERR,47,4
pdc,50,4
pdc,49,4
pdc,57,4
PDC_ERR,52,4
PDC_ERR,56,4
PDC_ERR,55,4
pdc,51,4
PDC_ERR,49,4
pdc,57,4
pdc,51,4
PDC_ERR,52,4
PDC_ERR,65,4
PDC_ERR,47,4
pdc,54,4
PDC_ERR,47,4
pdc,59,4
pdc,53,4
PDC_ERR,50,4
pdc,52,4
PDC_ERR,49,4
PDC_ERR,56,4
PDC_ERR,52,4
pdc,55,4
pdc,48,4
PDC_ERR,62,4
pdc,56,4
PDC_ERR,54,4
pdc,54,4
pdc,56,4
pdc,51,4
pdc,52,4
pdc,44,4
pdc,51,4
PDC_ERR,48,4
pdc,57,4
pdc,52,4
pdc,49,4
pdc,55,4
pdc,46,4
pdc,52,4
pdc,54,4
pdc,56,4
PDC_ERR,46,4
pdc,51,4
pdc,59,4
pdc,51,4
PDC_ERR,55,4
pdc,52,4
pdc,54,4
PDC_ERR,50,4
PDC_ERR,47,4
PDC_ERR,50,4
pdc,51,4
pdc,56,4
PDC_ERR,47,4
PDC_ERR,47,4
pdc,51,4
pdc,56,4
pdc,54,4
pdc,51,4
pdc,49,4
pdc,56,4
pdc,54,4
pdc,56,4
pdc,50,4
pdc,44,4
pdc,54,4
pdc,51,4
pdc,52,4
PDC_ERR,52,4
PDC_ERR,46,4
PDC_ERR,48,4
pdc,55,4
pdc,54,4
PDC_ERR,62,4
PDC_ERR,47,4
PDC_ERR,51,4
pdc,58,4
pdc,54,4
PDC_ERR,54,4
pdc,42,4
pdc,49,4
pdc,50,4
pdc,49,4
pdc,57,4
pdc,58,4
PDC_ERR,49,4
pdc,57,4
pdc,48,4
pdc,61,4
pdc,49,4
pdc,54,4
pdc,57,4
pdc,53,4
pdc,46,4
pdc,46,4
pdc,53,4
pdc,57,4
pdc,57,4
pdc,50,4
pdc,53,4
pdc,47,4
pdc,42,4
pdc,55,4
pdc,48,4
PDC_ERR,52,4
PDC_ERR,48,4
PDC_ERR,48,4
pdc,48,4
pdc,53,4
pdc,48,4
pdc,56,4
PDC_ERR,53,4
pdc,59,4
pdc,47,4
PDC_ERR,50,4
PDC_ERR,48,4
PDC_ERR,60,4
pdc,53,4
pdc,51,4
pdc,55,4
pdc,51,4
pdc,51,4
pdc,46,4
pdc,47,4
pdc,46,4
pdc,52,4
PDC_ERR,51,4
PDC_ERR,52,4
pdc,51,4
pdc,52,4
pdc,55,4
pdc,54,4
pdc,58,4
PDC_ERR,44,4
pdc,57,4
pdc,56,4
pdc,50,4
pdc,51,4
PDC_ERR,49,4
pdc,44,4
pdc,51,4
pdc,51,4
pdc,61,4
pdc,51,4
pdc,50,4
pdc,45,4
pdc,48,4
pdc,51,4
pdc,57,4
pdc,49,4
PDC_ERR,47,4
PDC_ERR,57,4
pdc,54,4
pdc,54,4
pdc,44,4
pdc,51,4
pdc,51,4
PDC_ERR,57,4
PDC_ERR,56,4
pdc,54,4
PDC_ERR,51,4
pdc,52,4
pdc,51,4
pdc,55,4
pdc,54,4
pdc,47,4
pdc,52,4
pdc,48,4
pdc,51,4
PDC_ERR,50,4
PDC_ERR,54,4
PDC_ERR,48,4
PDC_ERR,49,4
PDC_ERR,46,4
pdc,45,4
PDC_ERR,56,4
pdc,54,4
pdc,55,4
PDC_ERR,54,4
pdc,61,4
PDC_ERR,59,4
pdc,52,4
pdc,56,4
pdc,47,4
pdc,51,4
pdc,55,4
pdc,54,4
pdc,49,4
pdc,51,4
PDC_ERR,55,4
pdc,47,4
pdc,53,4
pdc,56,4
pdc,57,4
pdc,52,4
pdc,48,4
pdc,44,4
pdc,57,4
PDC_ERR,46,4
pdc,51,4
pdc,52,4
pdc,51,4
pdc,55,4
pdc,54,4
pdc,49,4
pdc,52,4
pdc,54,4
pdc,54,4
pdc,49,4
pdc,45,4
PDC_ERR,52,4
PDC_ERR,43,4
pdc,51,4
pdc,61,4
pdc,49,4
pdc,46,4
pdc,61,4
pdc,44,4
pdc,47,4
pdc,52,4
pdc,51,4
pdc,54,4
PDC_ERR,55,4
pdc,58,4
pdc,51,4
PDC_ERR,46,4
PDC_ERR,48,4
PDC_ERR,51,4
pdc,50,4
pdc,48,4
pdc,56,4
pdc,48,4
pdc,46,4
pdc,49,4
pdc,57,4
PDC_ERR,46,4
pdc,58,4
pdc,50,4
pdc,49,4
pdc,57,4
pdc,56,4
pdc,57,4
pdc,47,4
pdc,49,4
PDC_ERR,46,4
pdc,50,4
PDC_ERR,52,4
PDC_ERR,56,4
pdc,46,4
pdc,52,4
pdc,55,4
pdc,49,4
pdc,51,4
pdc,57,4
pdc,49,4
PDC_ERR,49,4
pdc,54,4
pdc,46,4
PDC_ERR,52,4
pdc,54,4
pdc,49,4
pdc,46,4
pdc,51,4
PDC_ERR,47,4
pdc,54,4
pdc,52,4
pdc,49,4
pdc,54,4
pdc,52,4
pdc,51,4
pdc,52,4
PDC_ERR,52,4
pdc,56,4
pdc,56,4
pdc,52,4
pdc,55,4
pdc,52,4
pdc,50,4
pdc,52,4
pdc,51,4
PDC_ERR,49,4
PDC_ERR,52,4
pdc,62,4
pdc,57,4
pdc,52,4
pdc,57,4
PDC_ERR,51,4
pdc,50,4
pdc,51,4
pdc,54,4
PDC_ERR,54,4
pdc,55,4
PDC_ERR,41,4
pdc,59,4
pdc,55,4
PDC_ERR,49,4
pdc,52,4
pdc,48,4
pdc,49,4
PDC_ERR,51,4
pdc,56,4
pdc,51,4
PDC_ERR,46,4
pdc,49,4
pdc,54,4
PDC_ERR,56,4
pdc,61,4
pdc,56,4
PDC_ERR,52,4
pdc,62,4
PDC_ERR,51,4
pdc,53,4
pdc,52,4
PDC_ERR,45,4
pdc,49,4
pdc,49,4
pdc,55,4
PDC_ERR,52,4
PDC_ERR,57,4
pdc,59,4
pdc,57,4
pdc,52,4
pdc,54,4
PDC_ERR,49,4
PDC_ERR,48,4
pdc,55,4
pdc,52,4
pdc,52,4
pdc,41,4
pdc,52,4
PDC_ERR,51,4
PDC_ERR,52,4
pdc,55,4
PDC_ERR,49,4
pdc,57,4
pdc,55,4
pdc,49,4
pdc,59,4
pdc,53,4
PDC_ERR,51,4
pdc,54,4
pdc,49,4
pdc,48,4
pdc,50,4
PDC_ERR,54,4
pdc,54,4
pdc,58,4
pdc,53,4
pdc,52,4
PDC_ERR,49,4
PDC_ERR,49,4
pdc,56,4
pdc,55,4
pdc,56,4
PDC_ERR,46,4
pdc,49,4
PDC_ERR,50,4
pdc,52,4
pdc,51,4
PDC_ERR,53,4
pdc,52,4
pdc,49,4
pdc,57,4
pdc,51,4
pdc,54,4
pdc,51,4
PDC_ERR,46,4
pdc,51,4
PDC_ERR,52,4
PDC_ERR,55,4
pdc,56,4
pdc,52,4
pdc,48,4
pdc,56,4
pdc,57,4
pdc,49,4
pdc,57,4
pdc,51,4
pdc,51,4
PDC_ERR,54,4
PDC_ERR,49,4
pdc,53,4
pdc,50,4
pdc,52,4
pdc,49,4
PDC_ERR,61,4
pdc,56,4
PDC_ERR,51,4
pdc,49,4
pdc,64,4
pdc,50,4
PDC_ERR,51,4
PDC_ERR,51,4
pdc,48,4
pdc,55,4
pdc,56,4
PDC_ERR,51,4
pdc,51,4
pdc,46,4
pdc,49,4
pdc,48,4
pdc,54,4
PDC_ERR,51,4
pdc,50,4
PDC_ERR,52,4
pdc,48,4
pdc,52,4
pdc,47,4
pdc,49,4
pdc,45,4
PDC_ERR,52,4
pdc,57,4
PDC_ERR,49,4
pdc,53,4
pdc,52,4
pdc,56,4
pdc,52,4
pdc,59,4
pdc,51,4
PDC_ERR,44,4
pdc,52,4
pdc,58,4
pdc,56,4
pdc,48,4
pdc,58,4
PDC_ERR,54,4
PDC_ERR,47,4
pdc,51,4
pdc,55,4
pdc,58,4
pdc,52,4
pdc,50,4
pdc,49,4
pdc,50,4
pdc,61,4
pdc,53,4
PDC_ERR,49,4
pdc,59,4
pdc,50,4
PDC_ERR,51,4
pdc,59,4
pdc,59,4
PDC_ERR,51,4
pdc,49,4
pdc,42,4
pdc,57,4
PDC_ERR,49,4
pdc,49,4
pdc,49,4
pdc,64,4
pdc,56,4
PDC_ERR,39,4
PDC_ERR,53,4
pdc,52,4
pdc,54,4
pdc,56,4
pdc,61,4
pdc,52,4
pdc,39,4
pdc,50,4
pdc,53,4
pdc,51,4
pdc,46,4
pdc,54,4
pdc,52,4
pdc,48,4
pdc,57,4
pdc,51,4
pdc,44,4
pdc,53,4
pdc,49,4
pdc,52,4
pdc,54,4
pdc,55,4
pdc,48,4
pdc,54,4
pdc,56,4
pdc,53,4
PDC_ERR,54,4
pdc,49,4
pdc,46,4
pdc,56,4
pdc,48,4
pdc,51,4
pdc,50,4
pdc,47,4
pdc,53,4
pdc,53,4
pdc,50,4
pdc,56,4
pdc,49,4
pdc,58,4
pdc,52,4
pdc,52,4
pdc,56,4
pdc,46,4
pdc,64,4
PDC_ERR,52,4
pdc,54,4
pdc,54,4
PDC_ERR,48,4
pdc,57,4
pdc,54,4
pdc,59,4
pdc,51,4
PDC_ERR,52,4
pdc,56,4
PDC_ERR,49,4
PDC_ERR,50,4
PDC_ERR,54,4
PDC_ERR,52,4
pdc,51,4
pdc,50,4
pdc,47,4
pdc,59,4
pdc,61,4
pdc,53,4
pdc,51,4
pdc,56,4
pdc,50,4
pdc,55,4
pdc,54,4
pdc,52,4
pdc,51,4
pdc,54,4
pdc,52,4
pdc,51,4
pdc,52,4
PDC_ERR,52,4
PDC_ERR,59,4
